text,label
"คุณ,สามารถ,กลายเป็น,มา,จ่าย,ง่ายๆ,ทำได้,ด้วยตัวเอง,ไม่,ว่า,จะ,แปลง,ซิม,ยาม,เป็น,ใน,อุปกรณ์,เดิม,หรือ,โอนย้าย,ซิม,ท่าตั้งการ์ด,หรือ,จาก,เครื่องกล,เดิม,ไป,เครื่องมือ,ที่ยังไม่ใช้,เพิ่มเติม,คลิก,ลิงก์",0
"จ่าย,บิล,ทรูมูฟ,เอช,ได้,ง่าย,และ,สะดวก,กว่า,ผ่านประสบการณ์,แอ,ป,ทรู,มัน,นี่,วอ,ลเล็ท,ฟรี,ค่าธรรมเนียม,คลิก,ลิงก์",0
"คณิต,อินเทอร์เน็ต,เลข,บรรเลง,แม็ท,แอ,ป,อุปกรณ์เล่นเกม,ฮิต,คณิต,พระบาท,ใช้ได้,คณิตศาสตร์,ชม,เฉพาะ,ถิ่น,เลข,สมัคร,ผ่านประสบการณ์,กับ,คลิก,ลิงก์",0
"ตะขอเกี่ยว,ส่งความสุข,อนุญาตให้,คุณ,ใน,เทศกาล,สงกรานต์,กับ,สิทธิพิเศษ,หลากหลาย,แล,กรับ,การเปิดรับ,เสริม,ด้วย,หมายเลข,หรือ,หมายเลข,อินเทอร์เน็ต,บ้านช่อง,ขึ้นต้น,ด้วย,เลข,เพียง,โอน,คณิต,มากที่สุด,ไม่,เกิน,เลข,คะแนน,จาก,แอ,ป,คณิต,มา,เป็น,คลิก,ลิงก์,ตั้งแต่,วันที่,เลข,มีนาคม,คณิต,คณิต,ธันวาคม,เลข",0
"เซอร์วิส,กล่าว,ยอด,เสีย,จันทร์,มีนาคม,หวย,อารอน_เบอร์,ยอด,เลข,เลข,เลข,บาท,ถูกกำหนด,เสีย,แม็ท,แม็ท,เลข,เซ็ก,ยอด,ค้าง,ล่าสุด,คณิต,แม็ท,ฟรี,ขออภัย,หาก,ชำระ,แล้ว,ใบแจ้งหนี้,ของ,คุณ,จัดส่ง,ไป,ดิน,ส่งอีเมล์,แล้ว,หรือ,เปิด,ดู,ใบเก็บเงิน,ทันที,โดย,ใช้เป็นเครื่องมือ,โค้ด,เปิด,ไฟล์,คือ,กลางวัน,เดือน,ปีเกิด,วัตถุ,ผู้,จดทะเบียน,เช่น,ตัวเลข,กรกฎาคม,คณิต,ไส่,โค้ด,เลขที่,ลิงก์",0
"ใหม่,ดู,ยาว,ทั้งปี,รวม,เลข,แอ,ป,ใน,ครั้ง,เดียว,สมัคร,แพ็กเกจ,รายปี,เลข,บาท,ปี,เฉลี่ย,เพียง,เดือน,ละ,เลข,บาท,เท่านั้น,รับ,ชม,และ,พร้อม,ช่อง,ดัง,มากมาย,ที่,สมัคร,เลย,คลิก,ลิงก์",0
"หมุนตัว,ปั๊บ,รับ,เฮง,เฮง,ไม่,ป้องกัน,ปัง,ได้รับ,ปี,มังกร,คว้า,ที่มีสีทอง,สมาร์ท,โฟน,หรือ,คว้า,ทรู,พอยท์,มา,ครอบครอง,ให้,ยิ่ง,เฮง,เฮง,เฮง,สถานที่,ทรู,ตัวไอ,ที่ดี,คลิก,เลย,ลิงก์",0
"คุ้ม,สุด,จ่าย,บิล,ทรู,วันนี้,รับ,ทันที,ทรู,พอยท์,เลข,เพียง,จ่าย,บิล,เลข,บาท,ขึ้นไป,ผ่าน,แอ,ป,ทรู,มัน,นี่,จ่าย,เลย",0
"เที่ยง,คืนนี้,เลข,เลข,แจก,โค้ด,ลด,พิเศษ,ลิงก์",0
"กิน,แมคโดนัลด์,เหมือน,ได้มา,ฟรี,เน็ต,เต็ม,สปีด,เลข,ใช้งาน,นาน,เลข,กลางวัน,เพียงแค่,เติม,เน็ต,เลข,ราคา,แม็ท,บ,รับคืน,เต็มๆ,คูปอง,แมคโดนัลด์,เลข,บ,เหมือน,ได้,ตาข่าย,ฟรี,คลิก,ลิงก์,หรือ,กด,เลข,แม็ท,โทร,ออก,ต่ออายุ,อัตโนมัติ,แคนเซิล,ได้รับ,ส่งผลกระทบ,แมตช์,บิล,ถัดไป,ข้างหลัง,จ่ายใต้โต๊ะ,รอ,เพื่อ,ดัน,จอดรับ,คูปอง,และ,บัตรกำนัล,ถูก,ทำให้หายไปจากโลก,ที่,แอพ,ทรู,ตัวไอ,พระปิตตะ,หน้า,บัตรกำนัล,ของ,เสวย",0
"เลข,แม็ท,ซิม,อินเทอร์เน็ต,รายปี,หาร,เดือน,ละ,แม็ท,เท้า,ลิงก์,งด,ข่าวสาร,เข้า,แอ,ปฯ,ซัด,ตั้งค่า,รายนาม,ตั้งค่า,การ,แจ้ง,เตือน",0
"สัง,เกตุ,ได้,จาก,ชื่อ,ถ้า,เป็น,เบอร์,ธรรมดา,คือ,มิ,จ,เพราะว่า,ส่วนมาก,จะ,มีชื่อ,หมด,ละ,อย่างไร,งี้,เวลา,ข้อความ,มาถึง",0
"เป็นเจ้าของ,ที่มีสีทอง,รอ,ให้,ลุ้น,เริ่มที่,ตัวเลข,ทรู,พอยท์,แลก,สิทธิ์,ลุ้น,มังกร,เลขอะตอม_79,คับคั่ง,เลข,บาท,ราคา,เลข,เลข,บาทา,เลข,บรรจุ,ค,คณิต,เลข,พค,ตัวเลข,ลิงก์",0
"รับ,ชม,หนัง,และ,ซีรีส์,เกาหลี,ฟรี,จาก,แพ็กเกจ,ได้,ตั้งแต่,วันที่,เลข,เลข,เลข,เลข,เลข,ยืนยัน,รับ,สิทธิ์,คลิก,ลิงก์,และ,ทำตาม,ขั้นตอน",0
"โอกาส,สุดท้าย,ลูกค้า,ทรู,ได้รับ,ฟรี,ประกัน,อุบัติเหตุ,จาก,สูงสุด,เลข,เลข,บาท,ด่วน,จำนวน,จำกัด,คลิก,เลย,ลิงก์",0
"เอา,ไป,เลย,รับ,ค่า,โทรเลข,บาท,ลุ้น,กด,เลข,สมัคร,บริการ,สุขภาพ,เลข,บขค",0
"ลูกค้า,เน็ต,บ้าน,ทรู,รับ,ฟรี,ประกัน,ที่อยู่อาศัย,คุ้มครอง,นาน,เลข,ด,เมื่อ,สมัคร,บริการเสริม,กล้องวงจรปิด,อัจฉริยะ,พร้อม,บริการ,คลาวค์,เลข,บาท,คลิก,ลิงก์",0
"ประกัน,สุขภาพ,เหมาจ่าย,คุ้มครอง,มากที่สุด,แม็ท,คณิต,บาท,ประโยชน์,เบี้ย,เบา,ๆ,เริ่มที่,เตือน,ละ,ตัวเลข,บาท,ไม่ต้อง,สำ,รองจ่าย,คุ้ม,กว่า,ดิน,เคย,ประจันหน้า,รู้สึกสนใจ,ชม,ข้อมูล,คลิก,ลิงก์",0
"ลด,หนัก,กลางปี,ลูกค้า,รับ,ส่วนลด,สูงสุด,เลข,บาท,ที่,แอ,ป,คลิก,เลย,ลิงก์",0
"รับ,ฟรี,เลข,เลข,ชิ้น,เมื่อ,ซื้อ,สินค้า,ใดๆ,ครบ,เลข,บาท,ที่,บู๊ทส์,ตั้งแต่,เลข,พฤศจิกายน,เลข,เลข,มกราคม,เลข,เพิ่มเติม,ลิงก์,โหลด,รับข้อเสนอ,พิเศษ,จาก,บู๊ทส์,ลิงก์,เปลี่ยนแปลง,การ,รับ,ข่าวสาร,โทรเลข,หรือ,ลิงก์",0
"ดีแทค,ขอให้,คุณ,เดินทาง,โดยสวัสดิภาพ,ด้วย,ประกัน,เดินทาง,ลด,เสริม,ไปถึง,คณิต,ใส่,รหัส,จุด,ดีแทค,ที่ดี,ชัวรันส์,ลิงก์",0
"ออกเงิน,ใบเสร็จรับเงิน,ทรู,รับ,ทรู,พอยท์,คณิต,ง่ายๆ,เพียง,ใช้,บิล,คณิต,พระบาท,ขึ้นไป,ผ่าน,แอ,ป,ทรู,มัน,นี่,ออกเงิน,เลย",0
"วิธี,จอง,คิว,จดทะเบียนสมรส,ออนไลน์,รับ,วัน,วาเลนไทน์,เลข,อ่าน,เพิ่มเติม,ที่,ทรู,ไอ,ดี,คลิก,ลิงก์",0
"รับ,ฟรี,ประกัน,อุบัติเหตุ,จาก,สูงสุด,เลข,เลข,บาท,สิทธิพิเศษ,ลูกค้า,ทรู,ด่วน,จำนวน,จำกัด,รับ,สิทธิ์,คลิก,ลิงก์",0
"ฉะนั้น,คุณ,ได้รับ,การเปิดรับ,เซ,เร,เนด,เพื่อ,ไม่,ให้,พลาด,สิทธิพิเศษ,ที่,คัดสรร,เพื่อ,คุณ,อย่า,ลืม,เปิด,อ่าน,จุด,ลิงก์",0
"เลข,เลข,เซ,ลลด,แรง,ส่งท้าย,ปี,คูปอง,ลด,สูงสุด,เลข,เลข,ลิงก์",0
"เสริม,เฉพาะ,คุณ,เพียง,ส่งบอล,ของ,ต่วน,เลข,กม,ที่_1,คณิตศาสตร์,สวมใส่,โค้ด,เลข",0
"เล่น,เน็ต,ต่อเนื่อง,ไม่,สะดุด,ใต้,ทั้งวัน,ใช้,เพียง,เลข,ทรู,พอยท์,แลก,เน็ต,เลข,นาน,เลข,วัน,เริ่ม,เลข,กันยายน,เลข,เลข,กันยายน,เลข,เท่านั้น,ที่,ทรู,ไอ,ดี,คลิก,ลิงก์",0
"รับ,เน็ต,ฟรี,เลข,ใช้ได้,เลข,วัน,เมื่อ,ชำระ,ค่าบริการ,หมายเลข,เบอร์,จำนวน,เลข,เลข,บาท,ภายใน,วันที่,เลข,เลข,เลข,ผ่าน,ทรู,ไอ,เซอร์วิส,เลข,หรือ,เลือก,จ่าย,ด้วย,ทรู,มัน,นี่,วอ,ลเล็ท,ฟรี,ค่าธรรมเนียม,คลิก,เพื่อ,จ่าย,ลิงก์,ขออภัย,หาก,ชำระ,แล้ว",0
"เตี๋ยว,นี้,โรค,เยอะ,อาพาท,บ่อย,ไม่,เคลื่อนไหว,ชื้อ,นี่,ไว้,ประกัน,สุขภาพ,เหมาจ่าย,จาก,คุ้มครอง,สูงสุด,แม็ท,เลข,เท้า,เบี้ยหมากรุก,เริ่ม,แค่,จันทร์,ละ,คณิต,บาท,ครอบคลุม,ทั้ง,ผู้ป่วยนอก,ผู้ป่วยใน,คลิก,ลิงก์",0
"เปย์,อนุญาตให้,คุ้ม,ดีล,ลด,มากที่สุด,คณิตศาสตร์,พร้อม,แจก,โค้ด,ส่ง,ฟรี,ไม่,มี,ขั้นต่ำ,แล้วไป,ช้อป,กันที่,ตั้งแต่,เลข,มีนาคม,ตัวเลข,เลข,มีนาคม,เลขที่,ทรู,ไอ,พระปิตตะ,คลิก,ลิงก์",0
"หมุน,วง,ล้อ,ฟรี,มี,รางวัล,เล่น,ได้,ทุกวัน,แจก,หนัก,กว่า,เติม,ทองคำ,ทรู,พอยท์,โทรศัพท์มือถือ,รุ่น,ตัง,เงิน,เข้า,ทรู,มัน,นี่,และ,อื่นๆ,เล่น,เลย,ลิงก์",0
"คิดถึง,ให้,ส่วนลด,เครื่องดื่ม,ซื้อ,เลข,แถม,เลข,ใส่รหัส,ลด,เลข,ขั้นต่ำ,เลข,สูงสุด,แม็ท,บ,คลิก,ลิงก์,ไปถึง,เลข",0
"ลุ้น,เอา,ที่เป็นทอง,เมนู,หญิง,ลี,พร้อม,ฟัง,ไม่,ฟรี,เลข,เดือน,ดัน,เลข,คณิต,โทร,ออก",0
"รีสอร์ท,สุด,หล่อ,ส่วนตัว,ชนิด,ประชิด,ทะเล,ใช้,เลข,ทรู,พอยท์,รับ,ส่วนลด,ห้องพัก,สุด,เพิ่มเติม,ราคา,เลข,บาท,ซี,เน,รี่,บีช,รีสอร์ท,แม็ท,กย,เลข,เลข,เม,ย,เลข,คลิก,ลิงก์",0
"ได้,จัดส่ง,สำเร็จ,รายละเอียด,ลิงก์,เลข",0
